1;172705;3.865000;115.921071;964.149000
2;31409;2.242000;111.429480;942.931000
3;200110;9.865000;102.229429;877.786000
4;32430;3.149000;69.525091;826.699000
5;59689;1.918000;77.296471;806.266000
6;180463;2.923000;69.366636;800.071000
7;21460;3.445000;119.573333;793.897000
8;262737;4.974000;83.022176;795.260000
9;158585;3.168000;79.913080;786.902000
10;12157;2.229000;79.508417;777.966000
11;274502;1.991000;63.554063;770.591000
12;299333;1.844000;51.186405;765.980000
13;167454;1.594000;56.162824;765.392000
14;294090;1.527000;70.606842;764.793000
15;224254;1.717000;42.830200;764.737000
16;25792;22.589000;110.432308;782.940000
17;105810;3.102000;71.552813;763.385000
18;132093;12.698000;148.886615;759.916000
19;169512;3.651000;108.278067;748.313000
20;39164;2.439000;61.222897;739.394000
21;209123;2.205000;75.578167;739.141000
22;181963;2.651000;49.036971;728.742000
23;18605;4.004000;74.097875;729.921000
24;113502;3.010000;81.569731;723.513000
25;233969;3.794000;67.869464;723.768000
26;226944;2.379000;53.832654;722.147000
27;73697;3.826000;68.832437;723.130000
28;95796;11.419000;116.891545;728.732000
29;144654;9.996000;104.364571;723.426000
30;104587;6.334000;99.726385;719.090000
31;111623;4.876000;102.253294;712.764000
32;162306;4.184000;64.011632;711.382000
33;118709;4.454000;54.253750;711.343000
34;160932;2.514000;42.503937;707.794000
35;259731;2.367000;49.990500;705.906000
36;199809;3.825000;72.232900;706.910000
37;248763;4.800000;111.349950;706.842000
38;50881;1.394000;40.393679;702.696000
39;290568;1.978000;65.625357;700.948000
40;218134;3.002000;78.005800;701.223000
41;30380;3.381000;83.381588;699.898000
42;228553;3.037000;57.109364;695.029000
43;213661;2.893000;65.667864;692.803000
44;36905;2.257000;47.464158;690.851000
45;226384;2.052000;52.082682;690.504000
46;80485;2.255000;53.898074;689.207000
47;266551;6.172000;77.940789;692.378000
48;147740;2.495000;48.189227;686.691000
49;136936;2.249000;74.482667;684.046000
50;280212;2.179000;86.674769;679.234000
